"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/004411?text=earum","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.183","","","","","","1.1","","","","","","http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/004411?text=earum","2026-01-22 23:52:08"
"http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/002277?text=quis","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.237","","","","","","1.1","","","","","","http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/002277?text=quis","2026-01-22 23:52:28"
"http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/000088?text=ut","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.067","","","","","","1.1","","","","","","http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/000088?text=ut","2026-01-22 23:52:46"
"http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/00aa11?text=dolore","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.128","","","","","","1.1","","","","","","http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/00aa11?text=dolore","2026-01-22 23:52:01"
"http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/006600?text=adipisci","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","3","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","2.234","","","","","","1.1","","","","","","http://127.0.0.1:8000/storage/https://via.placeholder.com/100x100.png/006600?text=adipisci","2026-01-22 23:52:00"
"http://127.0.0.1:8000/index-13.html","text/html; charset=UTF-8","404","Not Found","Non-Indexable","Client Error","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","1","1","0","0.330","0","0","0","0","0","0","","","","","","2.181","","","","","","1.1","","","","","","http://127.0.0.1:8000/index-13.html","2026-01-22 23:50:15"
"http://127.0.0.1:8000/hospitals/sharjah","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","305","305","0","100.000","0","0","0","0","0","0","","","","","","0.998","","http://127.0.0.1:8000/medical-centers?city=sharjah&type=hospital","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/hospitals/sharjah","2026-01-22 23:50:08"
"http://127.0.0.1:8000/faqs/tag/cashback","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.320","","http://127.0.0.1:8000/faqs?tag=1","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/tag/cashback","2026-01-22 23:51:26"
"http://127.0.0.1:8000/faqs/category/aldaam-oalkhsosy","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.225","","http://127.0.0.1:8000/faqs?category=5","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/category/aldaam-oalkhsosy","2026-01-22 23:51:24"
"http://127.0.0.1:8000/faqs/tag/privacy","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.227","","http://127.0.0.1:8000/faqs?tag=5","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/tag/privacy","2026-01-22 23:51:24"
"http://127.0.0.1:8000/faqs/category/aldfaa-oalmhfth","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.224","","http://127.0.0.1:8000/faqs?category=4","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/category/aldfaa-oalmhfth","2026-01-22 23:51:22"
"http://127.0.0.1:8000/faqs/category/alhgz-oalmoaaayd","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.258","","http://127.0.0.1:8000/faqs?category=2","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/category/alhgz-oalmoaaayd","2026-01-22 23:51:22"
"http://127.0.0.1:8000/faqs/tag/dha","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.275","","http://127.0.0.1:8000/faqs?tag=4","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/tag/dha","2026-01-22 23:51:21"
"http://127.0.0.1:8000/faqs/tag/booking","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.258","","http://127.0.0.1:8000/faqs?tag=2","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/tag/booking","2026-01-22 23:51:21"
"http://127.0.0.1:8000/hospitals/dubai","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","305","305","0","100.000","0","0","0","0","0","0","","","","","","0.512","","http://127.0.0.1:8000/medical-centers?city=dubai&type=hospital","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/hospitals/dubai","2026-01-22 23:50:10"
"http://127.0.0.1:8000/faqs/category/alkash-bak-oalmkafat","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.293","","http://127.0.0.1:8000/faqs?category=3","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/category/alkash-bak-oalmkafat","2026-01-22 23:51:28"
"http://127.0.0.1:8000/user/contact","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","1","","1","1","0","0.330","0","0","0","0","0","0","","","","","","2.265","","http://127.0.0.1:8000/login","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/user/contact","2026-01-22 23:51:31"
"http://127.0.0.1:8000/faqs/category/altsgyl-oalhsab","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.340","","http://127.0.0.1:8000/faqs?category=1","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/category/altsgyl-oalhsab","2026-01-22 23:51:31"
"http://127.0.0.1:8000/faqs/tag/wallet","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","2","2","","4","4","0","1.310","0","0","0","0","0","0","","","","","","2.336","","http://127.0.0.1:8000/faqs?tag=3","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/faqs/tag/wallet","2026-01-22 23:51:30"
"http://127.0.0.1:8000/hospitals/abu-dhabi","text/html; charset=utf-8","302","Found","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","1","","305","305","0","100.000","0","0","0","0","0","0","","","","","","0.997","","http://127.0.0.1:8000/medical-centers?city=abu-dhabi&type=hospital","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/hospitals/abu-dhabi","2026-01-22 23:50:10"
"http://127.0.0.1:8000/sitemap","text/html; charset=utf-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","0","0","0","0.000","","0","","","","","0.000","1","0","","305","305","0","100.000","0","0","0","0","0","0","","","","","","0.489","","http://127.0.0.1:8000/sitemap.xml","HTTP Redirect","","","1.1","","","","","","http://127.0.0.1:8000/sitemap","2026-01-22 23:50:11"
"http://127.0.0.1:8000/","text/html; charset=UTF-8","200","OK","Indexable","","SehaSave - Book Your Doctor & Earn Cashback | Dubai","51","479","SehaSave — The first medical marketing platform in Dubai that grants you cash back after every visit. Book with the best doctors and earn with every booking.","157","972","","0","Get real CASHBACK after every visit. PAID BY SEHASAVE Because your health matters every visit deserves a reward.","112","Highlighting the Care & Support","31","Our Highlighted Doctors","23","index, follow","","","http://127.0.0.1:8000/","","","","","","127544","127544","127544","48.860","","1010","260","3.885","81.688","Easy","5.679","0","0","","1206","305","0","100.000","78","48","0","4","4","0","","","","","d3077eab650cf87e0e30259d62e3d55d","0.641","","","","","en","1.1","","","","","","http://127.0.0.1:8000/","2026-01-22 23:50:07"
"http://127.0.0.1:8000/frontend/xx/assets/img/icons/video.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","19342","19342","19342","7.410","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.003","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/icons/video.svg","2026-01-22 23:50:08"
"http://127.0.0.1:8000/doctors/dubai/pediatrics","text/html; charset=UTF-8","200","OK","Indexable","","SehaSave - Book Your Doctor & Earn Cashback | Dubai","51","479","SehaSave — The first medical marketing platform in Dubai that grants you cash back after every visit. Book with the best doctors and earn with every booking.","157","972","","0","","0","Find Your Doctor","16","","0","index, follow","","","http://127.0.0.1:8000/doctors/dubai/pediatrics","","","","","","71893","71893","71893","27.541","","103","55","1.873","62.839","Normal","2.223","1","2","","308","305","0","100.000","41","29","0","4","4","0","","","","","53ee0aeddb88febf389bb42b5515eee4","0.528","","","","","en","1.1","","","","","","http://127.0.0.1:8000/doctors/dubai/pediatrics","2026-01-22 23:50:08"
"http://127.0.0.1:8000/storage/specialties/specialty_1765061374_jUyac5vheG.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","49488","49488","49488","18.958","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.570","","","","","","1.1","","","","","","http://127.0.0.1:8000/storage/specialties/specialty_1765061374_jUyac5vheG.webp","2026-01-22 23:50:08"
"http://127.0.0.1:8000/frontend/xx/assets/img/bg/banner-bg-04.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","22042","22042","22042","8.444","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.545","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/bg/banner-bg-04.png","2026-01-22 23:50:08"
"http://127.0.0.1:8000/frontend/xx/assets/js/moment.min.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","58890","58890","58890","22.560","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.973","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/js/moment.min.js","2026-01-22 23:50:09"
"http://127.0.0.1:8000/frontend/xx/assets/img/icons/card-06.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","6590","6590","6590","2.525","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.373","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/icons/card-06.svg","2026-01-22 23:50:11"
"http://127.0.0.1:8000/frontend/xx/assets//img/patients/patient.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","67982","67982","67982","26.043","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.341","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets//img/patients/patient.jpg","2026-01-22 23:50:12"
"http://127.0.0.1:8000/frontend/xx/assets//img/bg/app-bg-03.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","12494","12494","12494","4.786","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.575","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets//img/bg/app-bg-03.png","2026-01-22 23:50:13"
"http://127.0.0.1:8000/frontend/xx/assets/img/icons/card-01.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","1330","1330","1330","0.509","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.001","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/icons/card-01.svg","2026-01-22 23:50:13"
"http://127.0.0.1:8000/medical-centers","text/html; charset=UTF-8","200","OK","Indexable","","Hospitals","9","84","SehaSave — The first medical marketing platform in Dubai that grants you cash back after every visit. Book with the best doctors and earn with every booking.","157","972","","0","","0","Hospitals","9","","0","index, follow","","","http://127.0.0.1:8000/medical-centers","","","","","","57406","57406","57406","21.991","","79","35","2.257","100.000","Very Easy","2.713","1","0","","3","2","0","0.660","51","36","0","4","4","0","","","","","d99e4f0e326273242530606845b24281","0.567","","","","","en","1.1","","","","","","http://127.0.0.1:8000/medical-centers","2026-01-22 23:50:13"
"http://127.0.0.1:8000/frontend/xx/assets/img/doctors/doctor-thumb-23.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","10714","10714","10714","4.104","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.108","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/doctors/doctor-thumb-23.jpg","2026-01-22 23:50:13"
"http://127.0.0.1:8000/frontend/xx/assets/plugins/fontawesome/css/all.min.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","73890","73890","73890","28.306","","0","","","","","0.000","1","6","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.484","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/plugins/fontawesome/css/all.min.css","2026-01-22 23:50:14"
"http://127.0.0.1:8000/frontend/xx/assets/img/doctor-grid/doctor-grid-01.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","62516","62516","62516","23.949","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.029","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/doctor-grid/doctor-grid-01.jpg","2026-01-22 23:50:15"
"http://127.0.0.1:8000/faqs","text/html; charset=UTF-8","200","OK","Indexable","","FAQ'S","5","53","SehaSave — The first medical marketing platform in Dubai that grants you cash back after every visit. Book with the best doctors and earn with every booking.","157","972","","0","","0","FAQ'S","5","How do I create an account on sehaSave?","39","index, follow","","","http://127.0.0.1:8000/faqs","","","","","","72549","72549","72549","27.792","","560","96","5.833","80.208","Easy","5.813","1","0","","346","305","0","100.000","66","54","0","4","4","0","","","","","746a0bf09a790da730c8ae8bc0da29a1","1.060","","","","","en","1.1","","","","","","http://127.0.0.1:8000/faqs","2026-01-22 23:50:13"
"http://127.0.0.1:8000/storage/specialties/specialty_1765061236_gH9QN20F8d.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","20740","20740","20740","7.945","","0","","","","","0.000","1","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.731","","","","","","1.1","","","","","","http://127.0.0.1:8000/storage/specialties/specialty_1765061236_gH9QN20F8d.webp","2026-01-22 23:50:15"
"http://127.0.0.1:8000/frontend/xx/assets/img/bg/footer-bg-04.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","437052","437052","437052","167.426","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.260","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/bg/footer-bg-04.png","2026-01-22 23:50:16"
"http://127.0.0.1:8000/frontend/xx/assets/css/owl.carousel.min.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","3351","3351","3351","1.284","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.055","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/css/owl.carousel.min.css","2026-01-22 23:50:16"
"http://127.0.0.1:8000/frontend/xx/assets//img/patients/patient22.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","9524","9524","9524","3.648","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.563","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets//img/patients/patient22.jpg","2026-01-22 23:50:17"
"http://127.0.0.1:8000/frontend/xx/assets/img/flags/us-flag.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","2208","2208","2208","0.846","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.001","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/flags/us-flag.svg","2026-01-22 23:50:17"
"http://127.0.0.1:8000/faqs/faq-1766941787-5ajex","text/html; charset=UTF-8","200","OK","Indexable","","Can I switch account type (e.g., from patient to doctor)?","57","492","No — account type is fixed. However, you may create a new account for the other role. One patient account and one doctor account per user are allowed.","150","940","","0","Can I switch account type (e.g., from patient to doctor)?","57","FAQ'S","5","","0","index, follow","","","http://127.0.0.1:8000/faqs/faq-1766941787-5ajex","","","","","","41428","41428","41428","15.870","","114","30","3.800","87.952","Easy","3.908","1","1","","4","3","0","0.980","43","32","0","7","7","0","","","","","98a73ca68b24623c14994582a4e5b355","0.530","","","","","en","1.1","","","","","","http://127.0.0.1:8000/faqs/faq-1766941787-5ajex","2026-01-22 23:50:17"
"http://127.0.0.1:8000/frontend/xx/assets/img/bg/footer-bg-02.png","image/png","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","96124","96124","96124","36.823","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","1.023","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/bg/footer-bg-02.png","2026-01-22 23:50:17"
"http://127.0.0.1:8000/frontend/xx/assets/css/iconsax.css","text/css; charset=UTF-8","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","476794","476794","476794","182.651","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.497","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/css/iconsax.css","2026-01-22 23:50:18"
"http://127.0.0.1:8000/frontend/xx/assets/img/bg/banner-icon-01.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","428","428","428","0.164","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.520","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets/img/bg/banner-icon-01.svg","2026-01-22 23:50:18"
"http://127.0.0.1:8000/frontend/xx/assets//img/patients/patient21.jpg","image/jpeg","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","","","","","","","","","65502","65502","65502","25.093","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.519","","","","","","1.1","","","","","","http://127.0.0.1:8000/frontend/xx/assets//img/patients/patient21.jpg","2026-01-22 23:50:18"
